,Rank,Song,Artist,Album,Release Date,Popularity,Duration (ms),Explicit,Track ID,Preview URL,Track Number,Continent,Country,Artist Photo URL
407,8,Heavy Is the Crown,Linkin Park,Heavy Is the Crown,2024-09-24,87,167012,False,3fgehc497TFqKH1zBL2YNK,https://p.scdn.co/mp3-preview/b3635059d6ab447fae665550b994e5e7536b28cc?cid=0bb3eb6005f44507983d0b4982473814,1,Europe,Germany,https://i.scdn.co/image/ab6761610000f178c7e6bd9e65eab62a53355576
408,9,APT.,ROSÉ,APT.,2024-10-18,94,169917,False,5vNRhkKd0yEAg8suGBpjeY,https://p.scdn.co/mp3-preview/6b7763066dd42d94dc893f12bb135d7d5392e386?cid=0bb3eb6005f44507983d0b4982473814,1,Europe,Germany,https://i.scdn.co/image/ab6761610000f178727a1f1f508238a20ac9fdbf
409,10,Die With A Smile,Lady Gaga,Die With A Smile,2024-08-16,100,251667,False,2plbrEY59IikOBgBGLjaoe,,1,Europe,Germany,https://i.scdn.co/image/ab6761610000f1784b09cd0839c6129c29d22f79
410,11,LIEBE (feat. Nina Chuba),Ufo361,NUR FÜR DICH 2,2024-10-25,63,193068,True,1moKZKZydvCRie5SQ8wlis,https://p.scdn.co/mp3-preview/114a223034ce1634aab978bfb8dc897eae15a9d5?cid=0bb3eb6005f44507983d0b4982473814,2,Europe,Germany,https://i.scdn.co/image/ab6761610000f17853b9cc08b3a8c70e6581a434
411,12,Rote Flaggen,Berq,ROTE FLAGGEN,2023-05-25,75,224591,True,7bkUa9kDFGxgCC7d36dzFI,,2,Europe,Germany,https://i.scdn.co/image/ab6761610000f17864e4c85877e68d9b8c3bf5fb
412,13,Sailor Song,Gigi Perez,Sailor Song,2024-07-26,91,211978,False,2262bWmqomIaJXwCRHr13j,,1,Europe,Germany,https://i.scdn.co/image/ab6761610000f178e5ff5495fe99ee0fa0236087
413,14,Over Each Other,Linkin Park,Over Each Other,2024-10-24,73,170445,False,3t4IkHfT4eXZggkupi4SUe,https://p.scdn.co/mp3-preview/d7634a73084f11de63bfd64beaf5fd023f6bfc35?cid=0bb3eb6005f44507983d0b4982473814,1,Europe,Germany,https://i.scdn.co/image/ab6761610000f178c7e6bd9e65eab62a53355576
414,15,Wunder,AYLIVA,In Liebe,2024-08-16,69,176492,True,4b3W0IbHDwHCvjSs708Tr4,https://p.scdn.co/mp3-preview/3928b814b8cfcf816085b8f62f01cb258496972c?cid=0bb3eb6005f44507983d0b4982473814,10,Europe,Germany,https://i.scdn.co/image/ab6761610000f1788fbcf02dac53d8d66c5c1d8d
415,16,BIRDS OF A FEATHER,Billie Eilish,HIT ME HARD AND SOFT,2024-05-17,98,210373,False,6dOtVTDdiauQNBQEDOtlAB,,4,Europe,Germany,https://i.scdn.co/image/ab6761610000f1784a21b4760d2ecb7b0dcdc8da
416,17,H&K,LACAZETTE,H&K,2024-05-24,74,139428,True,5ubQrs2wWoSgRwEaPZd4eS,https://p.scdn.co/mp3-preview/6530082638ee7cae3e89ed91837f4715ccf68948?cid=0bb3eb6005f44507983d0b4982473814,1,Europe,Germany,https://i.scdn.co/image/ab6761610000f178fc0f1f9a5efb4cdd6a521261
417,18,Hoodie Hoodie,Aymen,Hoodie Hoodie,2024-10-24,62,170936,True,4DvJL9DY4YIL2b5tLTZMy7,https://p.scdn.co/mp3-preview/231c76289c5a7854a6567fdf8a423657aef8f23e?cid=0bb3eb6005f44507983d0b4982473814,1,Europe,Germany,https://i.scdn.co/image/ab6761610000f178aa799e73ddac367b68e4dc6e
418,19,40 Tage,Shindy,40 Tage,2024-10-21,66,117600,False,1Bds1PSumHSeVQFqIWc77p,,1,Europe,Germany,https://i.scdn.co/image/ab6761610000f1782c0bca3629bb26a8fa28cb27
419,20,Geschlossene Augen,SANTOS,Geschlossene Augen,2024-10-10,71,165850,False,4qdGZUy2bzM8GB2qBaMWpR,,1,Europe,Germany,https://i.scdn.co/image/ab6761610000f17803520b49d147a870a7a36393
420,21,St. Chroma (feat. Daniel Caesar),"Tyler, The Creator",CHROMAKOPIA,2024-10-28,79,197019,True,1QoyuMHNBe7lg3YW4Qtll4,https://p.scdn.co/mp3-preview/60f7000911baa087c0c94f5593b8ad80f69e6201?cid=0bb3eb6005f44507983d0b4982473814,1,Europe,Germany,https://i.scdn.co/image/ab6761610000f178dfa2b0c7544a772042a12e52
421,22,PIROUETTEN,Berq,berq,2024-10-24,59,147811,False,3Vw4SxsPsVwG4xwK3Il0mP,,11,Europe,Germany,https://i.scdn.co/image/ab6761610000f17864e4c85877e68d9b8c3bf5fb
422,23,VEMPA,FOURTY,VEMPA,2024-04-19,73,134528,True,3pPMgoouYtezLiBTEeL9be,https://p.scdn.co/mp3-preview/982f3af543b08af62d205d9a4a87bf2795b60052?cid=0bb3eb6005f44507983d0b4982473814,1,Europe,Germany,https://i.scdn.co/image/ab6761610000f178e5945139c014d5377a98e589
423,24,Blanco,Dardan,Blanco,2024-10-18,67,151293,False,4rA41YUfp4ZXdmbBoiDJhG,https://p.scdn.co/mp3-preview/d276238a5a647a145ce724dcfb7a50da3ac0b257?cid=0bb3eb6005f44507983d0b4982473814,1,Europe,Germany,https://i.scdn.co/image/ab6761610000f178c18d203f450d5e5cf0daac3f
424,25,i like the way you kiss me,Artemas,yustyna,2024-07-11,82,142514,False,3JG1uFc40wfyrqaWC7iv0e,https://p.scdn.co/mp3-preview/6ce9233edb212fe7cf02273f4369d2c60c28e887?cid=0bb3eb6005f44507983d0b4982473814,1,Europe,Germany,https://i.scdn.co/image/ab6761610000f1787efee14de876be8c56b01e9d
425,26,Noid,"Tyler, The Creator",Noid,2024-10-21,81,284363,True,1tnZxHryc2wWtjUZC1LQw5,https://p.scdn.co/mp3-preview/d66b73ad7ddc4ee02cb5a4537cebe406ecd3cf02?cid=0bb3eb6005f44507983d0b4982473814,1,Europe,Germany,https://i.scdn.co/image/ab6761610000f178dfa2b0c7544a772042a12e52
426,27,Timeless (with Playboi Carti),The Weeknd,Timeless,2024-09-27,92,256000,True,1Es7AUAhQvapIcoh3qMKDL,,1,Europe,Germany,https://i.scdn.co/image/ab6761610000f1789e528993a2820267b97f6aae
427,28,Bundeswehr,Souly,Bossbaby Tape,2024-02-23,66,97391,True,5JLbgRkto4OrrkWgAHcJZT,https://p.scdn.co/mp3-preview/11c46f6c62d0825a324cfdf094f57412ed6e37b3?cid=0bb3eb6005f44507983d0b4982473814,9,Europe,Germany,https://i.scdn.co/image/ab6761610000f178b4795dfb6d21da025cfcd224
428,29,Rah Tah Tah,"Tyler, The Creator",CHROMAKOPIA,2024-10-28,78,165412,True,5RePVWy39tLpHH0WwXgBsK,https://p.scdn.co/mp3-preview/4ac862b092eb9b0ead1d195563ec8ea53732e74c?cid=0bb3eb6005f44507983d0b4982473814,2,Europe,Germany,https://i.scdn.co/image/ab6761610000f178dfa2b0c7544a772042a12e52
429,30,Rosaroter Tee,bac,Rosaroter Tee,2024-10-18,61,163005,False,4UKQ8zZQ92nTdxQpz6VrPv,,1,Europe,Germany,https://i.scdn.co/image/ab6761610000f17852a67bfe7a06e651f8d26c8e
430,31,FE!N (feat. Playboi Carti),Travis Scott,UTOPIA,2023-07-28,89,191700,True,42VsgItocQwOQC3XWZ8JNA,https://p.scdn.co/mp3-preview/4b0178cf6991f59db18e12e2219ff11e27474b0a?cid=0bb3eb6005f44507983d0b4982473814,8,Europe,Germany,https://i.scdn.co/image/ab6761610000f17819c2790744c792d05570bb71
431,32,Rapstar,Amo,Rapstar,2024-09-04,71,186255,True,57gjUsErLOYxTOqyiK6CVm,https://p.scdn.co/mp3-preview/a322b092eaa47cadf82248fb6e9cf8d9ee4106af?cid=0bb3eb6005f44507983d0b4982473814,1,Europe,Germany,https://i.scdn.co/image/ab6761610000f178c56b53bd3a01881626d621fe
432,33,Beautiful Things,Benson Boone,Fireworks & Rollerblades,2024-04-05,89,180304,False,3xkHsmpQCBMytMJNiDf3Ii,https://p.scdn.co/mp3-preview/e213f23e6fe5938299eebbe364d06c1682a6619f?cid=0bb3eb6005f44507983d0b4982473814,4,Europe,Germany,https://i.scdn.co/image/ab6761610000f178b2ce21a89c09c00d80d8ca25
433,34,Embrace It,Ndotz,Embrace It,2024-08-23,88,104418,True,0io16MKpbeDIdYzmGpQaES,https://p.scdn.co/mp3-preview/63ba0d993621328582eb850a3317ed5a23b6830f?cid=0bb3eb6005f44507983d0b4982473814,1,Europe,Germany,https://i.scdn.co/image/ab6761610000f178f7cf118ff58706a19039bfdc
434,35,"Good Luck, Babe!",Chappell Roan,"Good Luck, Babe!",2024-04-05,95,218423,False,0WbMK4wrZ1wFSty9F7FCgu,,1,Europe,Germany,https://i.scdn.co/image/ab6761610000f178cde5a0d57c1b79de5fce6bee
435,36,"Darling, I (feat. Teezo Touchdown)","Tyler, The Creator",CHROMAKOPIA,2024-10-28,77,253834,True,0VaeksJaXy5R1nvcTMh3Xk,https://p.scdn.co/mp3-preview/1aaec2b9aeda3b68f04cf29a1770d94c8b3ac757?cid=0bb3eb6005f44507983d0b4982473814,4,Europe,Germany,https://i.scdn.co/image/ab6761610000f178dfa2b0c7544a772042a12e52
436,37,Panama,GReeeN,Glückskind,2023-04-27,73,157135,False,3qcreqi8RaGqahtJSQDxNI,https://p.scdn.co/mp3-preview/91e815b210526c0cfaa877df56f176944fdd6cab?cid=0bb3eb6005f44507983d0b4982473814,4,Europe,Germany,https://i.scdn.co/image/ab6761610000f178599e9f5126edadae3efc35b2
437,38,In the End,Linkin Park,Hybrid Theory (Bonus Edition),2000,87,216880,False,60a0Rd6pjrkxjPbaKzXjfq,https://p.scdn.co/mp3-preview/b5ee275ca337899f762b1c1883c11e24a04075b0?cid=0bb3eb6005f44507983d0b4982473814,8,Europe,Germany,https://i.scdn.co/image/ab6761610000f178c7e6bd9e65eab62a53355576
438,39,I Adore You (feat. Daecolm),HUGEL,I Adore You (feat. Daecolm),2024-07-19,84,214000,False,5nPbKG04fhLkIAjcPFaZq7,,1,Europe,Germany,https://i.scdn.co/image/ab6761610000f1784a063474c636f3a49950fc40
439,40,Numb,Linkin Park,Meteora,2003-09-16,87,187520,False,2nLtzopw4rPReszdYBJU6h,https://p.scdn.co/mp3-preview/d6d67b4f23b4865e07821f78c45a98035da95d61?cid=0bb3eb6005f44507983d0b4982473814,13,Europe,Germany,https://i.scdn.co/image/ab6761610000f178c7e6bd9e65eab62a53355576
440,41,That’s So True,Gracie Abrams,The Secret of Us (Deluxe),2024-10-18,84,166300,True,7ne4VBA60CxGM75vw0EYad,,15,Europe,Germany,https://i.scdn.co/image/ab6761610000f178f6d51e6f5342d2d363220920
441,42,Kisses (feat. bbyclose),BL3SS,Kisses (feat. bbyclose),2024-03-22,83,138246,False,1bJRd2ey6ER7neSxZwYdAG,https://p.scdn.co/mp3-preview/5b3cc8abc2180d3886943b5b28c9ef5713014139?cid=0bb3eb6005f44507983d0b4982473814,1,Europe,Germany,https://i.scdn.co/image/ab6761610000f17869f2788fee42e28951cbbcc8
442,43,FTW,LACAZETTE,FTW,2024-09-13,72,156521,True,3aJT51ya8amzpT3TKDVipL,https://p.scdn.co/mp3-preview/1f6c69efd8629fe015c453bf89d0be6542936c29?cid=0bb3eb6005f44507983d0b4982473814,1,Europe,Germany,https://i.scdn.co/image/ab6761610000f178fc0f1f9a5efb4cdd6a521261
443,44,Espresso,Sabrina Carpenter,Short n' Sweet,2024-08-23,88,175459,True,2HRqTpkrJO5ggZyyK6NPWz,,7,Europe,Germany,https://i.scdn.co/image/ab6761610000f178e053b8338322b9c8609ee7ae
444,45,Prada,cassö,Prada,2023-08-11,83,132359,True,59NraMJsLaMCVtwXTSia8i,https://p.scdn.co/mp3-preview/07ca5d41f53802807fd40d2778e66f633a2f3b8b?cid=0bb3eb6005f44507983d0b4982473814,1,Europe,Germany,https://i.scdn.co/image/ab6761610000f178195e7753312387df00a56c14
445,46,Sweater Weather,The Neighbourhood,I Love You.,2013-04-22,90,240400,False,2QjOHCTQ1Jl3zawyYOpxh6,https://p.scdn.co/mp3-preview/877602f424a9dea277b13301ffc516f9fd1fbe7e?cid=0bb3eb6005f44507983d0b4982473814,4,Europe,Germany,https://i.scdn.co/image/ab6761610000f178df0b5ac84376a0a4b2166816
446,47,eehhhyyy,Zartmann,dafür bin ich frei EP,2024-06-21,71,135082,False,1cXo8i9dgutdqjhjz3Zwqq,https://p.scdn.co/mp3-preview/18253f5cfe045a3cf2b675fbd2b8af30cc43a8f2?cid=0bb3eb6005f44507983d0b4982473814,3,Europe,Germany,https://i.scdn.co/image/ab6761610000f178e36387eea6735b920459e21c
447,48,Move,Adam Port,Move,2024-06-07,88,177598,False,1BJJbSX6muJVF2AK7uH1x4,https://p.scdn.co/mp3-preview/04f167dc6029b10591d32a723a684e14ef1d4a21?cid=0bb3eb6005f44507983d0b4982473814,1,Europe,Germany,https://i.scdn.co/image/ab6761610000f178722acdd4bb9e3aac45436d08
448,49,WILDFLOWER,Billie Eilish,HIT ME HARD AND SOFT,2024-05-17,91,261466,False,3QaPy1KgI7nu9FJEQUgn6h,,5,Europe,Germany,https://i.scdn.co/image/ab6761610000f1784a21b4760d2ecb7b0dcdc8da
449,50,Daddy is back,KC Rebell,Daddy is back,2024-10-11,69,152500,True,3Lo7UekbaAJxXoDHX8KUQ6,https://p.scdn.co/mp3-preview/f724a17a9aaaa98ddab7e6c6f6a89bd1d7a7b1ba?cid=0bb3eb6005f44507983d0b4982473814,1,Europe,Germany,https://i.scdn.co/image/ab6761610000f178c0535a95273f106c3c04ecf3
450,1,St. Chroma (feat. Daniel Caesar),"Tyler, The Creator",CHROMAKOPIA,2024-10-28,79,197019,True,1QoyuMHNBe7lg3YW4Qtll4,https://p.scdn.co/mp3-preview/60f7000911baa087c0c94f5593b8ad80f69e6201?cid=0bb3eb6005f44507983d0b4982473814,1,Europe,England,https://i.scdn.co/image/ab6761610000f178dfa2b0c7544a772042a12e52
451,2,Noid,"Tyler, The Creator",Noid,2024-10-21,81,284363,True,1tnZxHryc2wWtjUZC1LQw5,https://p.scdn.co/mp3-preview/d66b73ad7ddc4ee02cb5a4537cebe406ecd3cf02?cid=0bb3eb6005f44507983d0b4982473814,1,Europe,England,https://i.scdn.co/image/ab6761610000f178dfa2b0c7544a772042a12e52
